Manufacturer,Model,Engine size,Fuel type,Year of manufacture,Mileage,Price,Car Age
VW,Passat,1.6,Diesel,1989,137918,2395,33
VW,Golf,1.6,Petrol,1996,185715,1960,26
VW,Golf,1.8,Petrol,2009,56621,13263,13
Ford,Focus,1.8,Petrol,2018,48073,30357,4
Ford,Mondeo,1.4,Diesel,1992,232489,1147,30
VW,Golf,2.0,Petrol,2009,96087,10683,13
Ford,Focus,2.0,Petrol,2021,14537,47436,1
Ford,Mondeo,1.4,Diesel,2005,111362,7575,17
Toyota,RAV4,2.4,Hybrid,1997,59529,11773,25
Toyota,RAV4,2.0,Hybrid,1995,227610,2464,27
BMW,X3,2.0,Diesel,1988,17500,6293,34
VW,Passat,2.0,Petrol,2011,101672,14606,11
Ford,Focus,2.0,Petrol,1987,318219,422,35
BMW,Z4,2.4,Petrol,2011,42659,25077,11
VW,Golf,2.0,Diesel,2009,83913,12231,13
Ford,Mondeo,1.6,Diesel,2015,68373,21403,7
Toyota,Prius,1.0,Hybrid,1995,14000,7404,27
VW,Polo,1.2,Petrol,2020,17707,23917,2
VW,Passat,1.4,Diesel,2008,67040,13382,14
Ford,Focus,1.8,Diesel,2008,70640,14151,14
Toyota,Prius,1.4,Hybrid,2019,27552,40267,3
Toyota,Yaris,1.0,Hybrid,2020,19114,29332,2
VW,Golf,1.4,Petrol,2001,137119,3835,21
VW,Passat,1.8,Diesel,2014,78686,20926,8
VW,Golf,1.4,Petrol,1992,225638,985,30
Toyota,Prius,1.8,Hybrid,1992,114911,4208,30
Ford,Focus,1.4,Petrol,2016,50308,23108,6
Toyota,RAV4,2.0,Hybrid,1986,154688,2549,36
Toyota,Yaris,1.2,Petrol,1990,241863,655,32
Toyota,RAV4,2.0,Petrol,2011,42152,25386,11
VW,Passat,1.8,Diesel,2017,42004,32395,5
Toyota,RAV4,2.0,Petrol,2015,38763,33825,7
VW,Polo,1.2,Petrol,2016,56399,14572,6
VW,Passat,1.8,Diesel,1999,109828,6153,23
Toyota,Prius,1.0,Hybrid,1994,179881,2114,28
Toyota,Yaris,1.0,Petrol,2019,33929,21028,3
VW,Polo,1.6,Petrol,2006,66313,8101,16
VW,Passat,2.0,Diesel,2017,54907,31527,5
VW,Passat,1.4,Diesel,2010,82294,13787,12
Ford,Focus,2.0,Petrol,1994,211887,1813,28
VW,Golf,2.0,Petrol,2017,47438,25244,5
Ford,Mondeo,1.6,Diesel,2002,110563,6670,20
VW,Polo,1.0,Petrol,2010,87787,7220,12
Toyota,Prius,1.0,Hybrid,1995,79667,4947,27
BMW,X3,2.4,Diesel,1992,179422,2811,30
Ford,Mondeo,1.8,Diesel,2008,155024,7429,14
Porsche,718 Cayman,2.0,Petrol,1988,223101,1467,34
Ford,Mondeo,1.4,Diesel,1998,99162,5200,24
Porsche,718 Cayman,2.4,Petrol,1997,164402,4889,25
Ford,Focus,1.4,Petrol,2011,102231,11625,11
Toyota,Yaris,1.2,Hybrid,2006,93893,7852,16
VW,Passat,2.0,Diesel,1988,194563,1557,34
Toyota,Yaris,1.2,Hybrid,2006,103767,7307,16
VW,Golf,1.4,Petrol,2002,210947,2191,20
Toyota,RAV4,2.4,Hybrid,1999,171820,5757,23
Porsche,Cayenne,3.0,Diesel,2018,28842,72911,4
BMW,M5,4.0,Petrol,2002,142354,15745,20
VW,Passat,1.8,Diesel,2006,112433,9622,16
VW,Golf,2.0,Petrol,2000,127441,4629,22
BMW,M5,4.0,Petrol,2005,166834,15718,17
Toyota,Prius,1.4,Hybrid,2013,45673,24253,9
Ford,Focus,1.4,Diesel,2004,66319,9837,18
Toyota,Prius,1.0,Hybrid,2018,5479,35876,4
Toyota,RAV4,2.2,Hybrid,2002,167540,6980,20
Ford,Focus,1.8,Petrol,2014,54487,22337,8
Toyota,Prius,1.8,Hybrid,1987,241081,1031,35
Ford,Focus,1.4,Diesel,1995,232035,1420,27
Ford,Mondeo,1.6,Diesel,2014,72788,19440,8
VW,Polo,2.0,Petrol,1999,172001,2536,23
Ford,Focus,1.6,Hybrid,2019,13127,44895,3
VW,Golf,2.0,Diesel,1997,81825,5576,25
Ford,Focus,1.6,Petrol,2021,10006,43460,1
VW,Polo,1.2,Petrol,1991,80185,2350,31
Ford,Mondeo,1.4,Diesel,2000,183764,3015,22
Ford,Focus,2.0,Diesel,1996,150415,3688,26
Toyota,Yaris,1.2,Petrol,1998,120731,3143,24
Ford,Focus,1.4,Petrol,1998,115141,4437,24
VW,Golf,1.6,Petrol,2011,57729,14187,11
Ford,Mondeo,2.0,Diesel,1986,217142,1056,36
Ford,Mondeo,1.8,Diesel,2010,55491,17687,12
Toyota,Yaris,1.0,Petrol,2013,38400,13729,9
VW,Golf,1.6,Petrol,2011,64305,13595,11
VW,Polo,1.2,Petrol,2017,30617,18215,5
VW,Golf,1.6,Hybrid,1996,65789,5943,26
VW,Golf,2.0,Diesel,2017,42989,27237,5
VW,Passat,1.6,Diesel,2008,90677,12160,14
VW,Passat,1.8,Diesel,2003,156825,5541,19
Porsche,718 Cayman,4.0,Petrol,2012,54233,38957,10
Toyota,Yaris,1.2,Hybrid,2001,152740,3570,21
Ford,Mondeo,1.8,Diesel,1996,158274,3249,26
VW,Polo,1.2,Petrol,2013,98239,8962,9
VW,Polo,1.0,Petrol,2007,73276,6534,15
VW,Polo,1.4,Petrol,2002,187435,2270,20
BMW,X3,3.0,Petrol,2015,34872,40260,7
VW,Passat,1.8,Diesel,1996,159849,3388,26
VW,Polo,1.4,Petrol,1993,128023,2037,29
Ford,Focus,1.6,Petrol,2009,99274,11115,13
BMW,M5,5.0,Petrol,2004,77111,32771,18
Toyota,Yaris,1.2,Petrol,1997,156644,2206,25
Ford,Mondeo,1.6,Petrol,2008,102171,10087,14
BMW,Z4,3.0,Petrol,2016,37103,40451,6
BMW,M5,4.4,Petrol,2011,70284,51340,11
Porsche,Cayenne,3.0,Petrol,1990,145552,4741,32
Ford,Mondeo,1.4,Diesel,2003,114420,6478,19
VW,Golf,1.6,Petrol,2020,13044,33607,2
Porsche,911,3.5,Petrol,2016,50491,85917,6
Ford,Mondeo,2.0,Diesel,2002,170098,4628,20
Toyota,Prius,1.4,Hybrid,2004,92963,9714,18
VW,Polo,1.2,Petrol,2019,21726,21886,3
VW,Polo,1.0,Petrol,1992,191265,953,30
Ford,Focus,2.0,Petrol,2004,145931,6210,18
VW,Passat,1.8,Diesel,1990,275358,808,32
Ford,Focus,1.6,Petrol,2001,183962,3306,21
Toyota,Prius,1.8,Hybrid,1999,224917,2661,23
Ford,Mondeo,2.0,Hybrid,2016,44951,33944,6
VW,Polo,1.0,Petrol,2015,58334,12291,7
Toyota,Yaris,1.4,Hybrid,2004,88525,7712,18
Toyota,Prius,1.8,Hybrid,2013,62745,24686,9
VW,Golf,1.8,Petrol,2020,18405,34630,2
Toyota,RAV4,2.4,Petrol,2012,81792,22977,10
VW,Golf,1.4,Diesel,2013,83406,13408,9
Toyota,Yaris,1.0,Petrol,2013,8160,16251,9
VW,Golf,1.6,Diesel,2013,79270,14750,9
VW,Passat,1.6,Diesel,2005,133882,7189,17
VW,Passat,1.8,Diesel,2008,85679,13362,14
VW,Passat,1.4,Diesel,1997,98506,5164,25
Toyota,Yaris,1.2,Hybrid,2005,110809,6486,17
VW,Golf,2.0,Diesel,1992,233618,1150,30
VW,Polo,1.0,Diesel,1995,217974,964,27
BMW,Z4,2.4,Petrol,1997,163332,4079,25
Ford,Focus,1.6,Diesel,2018,24783,34479,4
VW,Polo,1.4,Petrol,1992,183908,1202,30
VW,Polo,1.4,Petrol,1986,206137,663,36
Toyota,Yaris,1.4,Hybrid,2002,59989,8189,20
VW,Golf,1.6,Petrol,1994,142961,2453,28
VW,Passat,1.4,Diesel,2001,136679,5037,21
Toyota,Yaris,1.2,Hybrid,1990,144536,1833,32
Toyota,Prius,1.0,Hybrid,1994,176892,2169,28
VW,Passat,1.6,Diesel,2015,35808,27736,7
Ford,Focus,1.4,Petrol,2011,91655,12552,11
Ford,Focus,1.8,Petrol,2007,136895,7738,15
Toyota,Yaris,1.0,Hybrid,1989,213416,868,33
Toyota,Yaris,1.0,Hybrid,1986,320043,263,36
Toyota,RAV4,1.8,Hybrid,1989,164896,2713,33
Ford,Mondeo,1.4,Diesel,2013,87639,15354,9
Ford,Mondeo,1.8,Diesel,1986,159554,1650,36
VW,Golf,2.0,Petrol,2002,152645,4321,20
VW,Polo,1.2,Petrol,2002,185231,2142,20
Ford,Mondeo,1.6,Diesel,2016,35627,28092,6
VW,Polo,1.2,Petrol,2002,204837,1804,20
BMW,Z4,3.0,Petrol,2004,104338,11596,18
BMW,Z4,2.4,Petrol,1990,175725,2303,32
Ford,Focus,1.8,Petrol,2002,73625,8854,20
Porsche,718 Cayman,4.0,Petrol,1994,253481,2344,28
Ford,Mondeo,2.0,Diesel,2003,240553,2652,19
Porsche,Cayenne,3.0,Diesel,1988,228338,2130,34
BMW,X3,3.0,Diesel,2007,162650,9849,15
BMW,M5,4.4,Petrol,1991,319693,1605,31
VW,Golf,1.8,Hybrid,2015,44967,25535,7
BMW,Z4,3.0,Petrol,1997,86614,8264,25
Toyota,Prius,1.0,Hybrid,2018,48765,28067,4
VW,Golf,2.0,Diesel,1995,257466,1128,27
BMW,Z4,2.0,Petrol,2016,39857,32491,6
VW,Passat,1.6,Diesel,2010,92152,13749,12
Ford,Fiesta,1.4,Petrol,2021,12892,27612,1
VW,Golf,2.0,Diesel,1994,186550,1999,28
VW,Golf,1.4,Petrol,2004,139033,4614,18
Ford,Mondeo,1.8,Diesel,1991,201450,1608,31
Toyota,Yaris,1.0,Petrol,2006,79175,6625,16
Ford,Fiesta,1.2,Petrol,1995,176487,1411,27
VW,Polo,1.6,Petrol,2004,91094,5979,18
VW,Polo,1.4,Petrol,1995,245415,847,27
VW,Passat,1.8,Petrol,2003,100711,8186,19
Ford,Focus,1.6,Petrol,2018,37267,30555,4
BMW,Z4,3.0,Petrol,2016,42831,39088,6
VW,Passat,1.4,Diesel,2009,82016,12923,13
Porsche,911,2.2,Petrol,2016,45348,70316,6
VW,Golf,1.6,Petrol,2013,78180,14153,9
VW,Passat,2.0,Petrol,2015,74203,23154,7
VW,Polo,1.6,Diesel,2018,27043,24095,4
Toyota,Prius,1.4,Hybrid,2003,210789,3478,19
BMW,X3,2.4,Diesel,1995,249358,1838,27
BMW,Z4,3.0,Petrol,1997,128791,6035,25
Ford,Focus,2.0,Petrol,1993,173221,2377,29
Toyota,RAV4,1.8,Hybrid,2012,78948,24352,10
Ford,Fiesta,1.2,Petrol,2004,98316,4790,18
Ford,Mondeo,1.8,Hybrid,2000,121979,6486,22
Toyota,RAV4,2.4,Hybrid,2004,49069,20059,18
VW,Passat,1.4,Diesel,1997,79491,5909,25
VW,Polo,1.0,Petrol,2002,106808,3689,20
Ford,Fiesta,1.2,Hybrid,2016,48262,17931,6
Toyota,Prius,1.8,Hybrid,2005,118320,9755,17
Toyota,RAV4,2.2,Hybrid,1996,192723,3769,26
Ford,Mondeo,1.4,Diesel,2010,54521,15695,12
BMW,Z4,2.2,Petrol,2012,58145,23303,10
Porsche,911,3.5,Petrol,2000,132229,16531,22
VW,Golf,1.6,Petrol,1996,134694,2995,26
Ford,Fiesta,1.0,Petrol,2011,36058,10521,11
Ford,Fiesta,1.2,Petrol,1999,77271,3982,23
Toyota,RAV4,2.2,Hybrid,2019,33239,57420,3
Ford,Fiesta,1.0,Petrol,2002,130481,2998,20
Toyota,RAV4,2.4,Petrol,1997,206018,3120,25
VW,Polo,2.0,Petrol,2019,23733,27941,3
BMW,M5,5.0,Petrol,2009,80485,44687,13
Ford,Mondeo,2.0,Hybrid,2000,133547,6246,22
BMW,Z4,2.4,Petrol,2010,39025,23977,12
Porsche,911,3.5,Petrol,2002,77684,28276,20
Ford,Focus,2.0,Petrol,2015,46383,26473,7
BMW,Z4,3.0,Petrol,1986,170396,2064,36
Toyota,Yaris,1.4,Hybrid,1999,86514,5605,23
Toyota,RAV4,1.8,Hybrid,2015,44326,37238,7
BMW,Z4,2.4,Petrol,2005,158699,7227,17
VW,Golf,1.4,Petrol,1991,244755,774,31
Toyota,RAV4,2.2,Hybrid,2021,11688,73959,1
Toyota,Prius,1.0,Hybrid,1985,263058,549,37
VW,Passat,2.0,Petrol,1989,337554,419,33
Ford,Mondeo,1.6,Diesel,2006,125600,7762,16
Toyota,Yaris,1.2,Hybrid,2012,66062,14193,10
BMW,Z4,2.2,Petrol,2017,31665,38225,5
Ford,Fiesta,1.0,Petrol,2010,85619,7143,12
VW,Golf,1.2,Petrol,2018,49265,20667,4
BMW,M5,5.0,Petrol,2009,66862,48999,13
Toyota,RAV4,2.4,Petrol,1987,174607,2105,35
Ford,Fiesta,1.4,Petrol,2002,153483,2948,20
Ford,Mondeo,1.4,Diesel,2004,134316,5934,18
Porsche,911,3.0,Petrol,2015,29058,84591,7
Toyota,RAV4,1.8,Petrol,1994,170273,3016,28
Ford,Mondeo,2.0,Diesel,2000,48346,10010,22
VW,Polo,1.4,Petrol,2004,158747,3310,18
VW,Polo,1.2,Petrol,1995,244500,790,27
Toyota,Prius,1.4,Hybrid,2009,87062,14138,13
Toyota,RAV4,2.0,Hybrid,2001,202600,4599,21
VW,Passat,1.4,Diesel,1998,205733,2300,24
VW,Passat,1.6,Diesel,1994,178091,2397,28
Ford,Mondeo,2.0,Hybrid,2011,66833,21161,11
Ford,Focus,2.0,Petrol,1995,252826,1335,27
Ford,Fiesta,1.0,Petrol,2016,63476,12382,6
Ford,Mondeo,1.8,Diesel,1994,148148,3091,28
VW,Passat,2.0,Petrol,2009,44134,18834,13
VW,Golf,1.8,Petrol,2002,151260,4147,20
Toyota,Yaris,1.0,Hybrid,2015,54802,17020,7
Ford,Mondeo,1.4,Diesel,2017,33382,28461,5
Ford,Fiesta,1.0,Petrol,2006,94077,5152,16
Ford,Fiesta,1.4,Petrol,2007,152125,4161,15
Ford,Fiesta,1.0,Petrol,2001,161817,2175,21
Toyota,Yaris,1.2,Hybrid,1995,139807,2658,27
Toyota,Prius,1.0,Hybrid,1993,265476,915,29
Ford,Focus,1.8,Diesel,2001,57091,9697,21
VW,Polo,2.0,Petrol,1997,122604,3316,25
Toyota,Prius,1.4,Hybrid,2013,77413,19738,9
Ford,Fiesta,1.0,Petrol,1998,80516,3325,24
VW,Polo,1.4,Petrol,2020,19028,25647,2
BMW,Z4,2.0,Petrol,2008,59095,16914,14
Toyota,Yaris,1.2,Petrol,2011,85089,9721,11
VW,Polo,1.4,Petrol,1995,77034,3386,27
Ford,Fiesta,1.4,Petrol,2008,46772,9556,14
BMW,M5,5.0,Petrol,1988,259106,2486,34
VW,Golf,2.0,Hybrid,2003,145863,5859,19
Ford,Fiesta,1.4,Petrol,1987,300368,289,35
VW,Polo,1.6,Petrol,2005,95939,6173,17
VW,Polo,1.4,Petrol,1992,161279,1456,30
Ford,Mondeo,1.8,Hybrid,2017,22737,39188,5
VW,Polo,1.6,Petrol,2007,90116,7355,15
Toyota,Yaris,1.0,Hybrid,1996,112777,3201,26
Porsche,911,2.2,Petrol,1997,126965,11183,25
Porsche,718 Cayman,2.0,Petrol,1996,105925,6638,26
Ford,Mondeo,1.6,Diesel,2017,42391,28842,5
Toyota,Yaris,1.2,Hybrid,1997,152082,2749,25
Toyota,RAV4,2.4,Hybrid,1995,233862,2550,27
Porsche,911,2.2,Petrol,1995,175459,6581,27
BMW,M5,4.4,Petrol,1999,211847,7475,23
VW,Passat,1.8,Diesel,1994,251278,1321,28
Ford,Fiesta,1.2,Petrol,1997,196525,1355,25
Porsche,Cayenne,3.0,Petrol,2017,34018,63046,5
Toyota,RAV4,2.4,Hybrid,2013,52557,35763,9
Ford,Focus,1.0,Petrol,1997,29423,6235,25
Ford,Fiesta,1.2,Petrol,2017,56615,15156,5
BMW,M5,5.0,Petrol,2019,21426,125814,3
Ford,Focus,2.0,Petrol,1992,179395,2110,30
Toyota,RAV4,2.2,Hybrid,2016,43014,44359,6
Toyota,Yaris,1.0,Hybrid,1991,115818,2241,31
Toyota,Yaris,1.0,Petrol,1987,258678,419,35
VW,Polo,1.4,Petrol,1994,159869,1683,28
Toyota,Yaris,1.0,Hybrid,1993,195014,1334,29
Ford,Fiesta,1.0,Petrol,2010,67456,8085,12
BMW,X3,2.4,Petrol,2010,90469,17968,12
VW,Polo,1.0,Diesel,2011,81875,8446,11
VW,Golf,1.8,Diesel,2004,54479,10115,18
Toyota,Yaris,1.4,Petrol,2016,39803,19675,6
VW,Polo,2.0,Diesel,1999,211926,1880,23
Toyota,Yaris,1.4,Petrol,1993,235452,916,29
VW,Golf,1.8,Hybrid,1989,297460,562,33
Ford,Focus,1.0,Petrol,1998,204664,1785,24
Ford,Fiesta,1.2,Petrol,2006,22018,8949,16
VW,Polo,1.0,Petrol,1999,100772,3158,23
Toyota,Prius,1.8,Hybrid,2015,35728,33356,7
Toyota,Yaris,1.0,Petrol,2009,72360,8476,13
Ford,Focus,1.0,Diesel,2017,38302,23582,5
VW,Polo,1.6,Petrol,2005,113786,5409,17
Toyota,Yaris,1.2,Petrol,2004,150734,3694,18
VW,Golf,1.8,Diesel,1991,268897,737,31
BMW,M5,4.4,Petrol,2020,16067,129911,2
VW,Passat,2.0,Diesel,2013,59449,23457,9
Toyota,Yaris,1.4,Hybrid,1994,162985,2221,28
VW,Polo,1.0,Petrol,2003,124093,3458,19
VW,Golf,1.8,Diesel,2016,25938,26709,6
Ford,Fiesta,1.0,Petrol,1993,256498,550,29
Toyota,RAV4,2.2,Hybrid,1993,178670,3485,29
Toyota,Yaris,1.2,Hybrid,1990,311191,409,32
Ford,Fiesta,1.4,Petrol,2002,105998,4279,20
BMW,X3,2.4,Diesel,2018,18365,50705,4
Toyota,Yaris,1.0,Petrol,1999,143198,2568,23
VW,Passat,1.6,Petrol,1998,170906,3168,24
Toyota,RAV4,2.4,Petrol,1988,23316,6695,34
Toyota,Prius,1.4,Hybrid,2000,128158,5712,22
VW,Golf,1.6,Hybrid,1986,233442,789,36
Ford,Mondeo,2.0,Diesel,1998,182756,3181,24
Toyota,Yaris,1.4,Hybrid,2004,160834,4404,18
Toyota,Prius,1.0,Hybrid,2018,42891,29095,4
Ford,Mondeo,1.6,Diesel,2011,58571,17478,11
BMW,Z4,2.4,Petrol,1995,163842,3554,27
Ford,Fiesta,1.0,Petrol,1999,121166,2640,23
VW,Passat,1.6,Petrol,2016,44376,26824,6
Toyota,Yaris,1.0,Petrol,2012,77225,10017,10
Toyota,Yaris,1.0,Petrol,2009,87596,7630,13
Toyota,Yaris,1.0,Petrol,2018,27847,20374,4
Toyota,RAV4,2.2,Hybrid,1988,286006,942,34
Toyota,RAV4,1.8,Hybrid,2005,89083,14227,17
Ford,Fiesta,1.2,Petrol,2007,71616,7053,15
VW,Passat,1.4,Petrol,1997,139738,3585,25
Porsche,Cayenne,3.5,Petrol,2000,104309,13739,22
Ford,Focus,1.8,Petrol,2000,134292,4954,22
Ford,Mondeo,2.0,Diesel,2012,68508,19574,10
BMW,Z4,2.0,Petrol,1994,194606,2332,28
Toyota,Prius,1.8,Hybrid,2003,72423,11887,19
Ford,Focus,1.6,Diesel,2004,101430,8231,18
Ford,Mondeo,1.4,Diesel,1995,209839,1718,27
Ford,Focus,2.0,Petrol,2006,57958,13510,16
Toyota,Prius,1.4,Hybrid,2022,4711,55641,0
VW,Polo,1.0,Petrol,1996,220328,961,26
Toyota,RAV4,2.4,Petrol,1993,181028,2972,29
VW,Polo,1.6,Diesel,2013,79233,12432,9
VW,Passat,1.8,Diesel,1989,118548,2957,33
Ford,Mondeo,1.6,Diesel,2011,78900,15267,11
VW,Golf,1.4,Diesel,2014,63384,16408,8
Ford,Mondeo,1.4,Diesel,2012,21780,21783,10
VW,Golf,2.0,Hybrid,2020,24360,42384,2
Toyota,Yaris,1.4,Petrol,1997,234400,1207,25
VW,Passat,1.4,Diesel,2017,41707,28621,5
VW,Polo,1.0,Petrol,2007,100154,5408,15
Toyota,Prius,1.8,Hybrid,2011,29923,26425,11
Toyota,RAV4,1.8,Hybrid,2013,58075,29905,9
VW,Golf,1.6,Diesel,2001,75213,6814,21
Ford,Fiesta,1.0,Petrol,2009,111868,5519,13
VW,Polo,1.0,Diesel,2008,135327,4639,14
Toyota,Yaris,1.4,Hybrid,1995,111215,3586,27
VW,Passat,2.0,Diesel,1994,170502,2858,28
Toyota,RAV4,2.2,Hybrid,1999,126524,7975,23
BMW,X3,2.0,Diesel,1990,212400,1682,32
Ford,Fiesta,1.0,Petrol,2019,32201,18344,3
Ford,Focus,2.0,Petrol,1995,181627,2528,27
VW,Golf,1.6,Petrol,2013,67829,15177,9
Porsche,718 Cayman,4.0,Petrol,2000,80200,14740,22
Ford,Mondeo,1.4,Diesel,2011,70007,15168,11
Toyota,RAV4,2.2,Hybrid,1993,121892,5541,29
VW,Golf,2.0,Petrol,2011,96134,12202,11
Ford,Fiesta,1.0,Petrol,2017,15057,17668,5
BMW,Z4,2.2,Petrol,2010,56340,20630,12
VW,Passat,1.4,Petrol,2017,58378,24571,5
BMW,M5,5.0,Petrol,2003,66899,32837,19
VW,Passat,1.4,Petrol,1995,160289,2652,27
Ford,Focus,1.4,Diesel,2014,60616,19889,8
BMW,M5,5.0,Petrol,2002,107771,23030,20
Ford,Focus,2.0,Petrol,2006,98896,10202,16
Ford,Fiesta,1.0,Petrol,2008,146619,3932,14
Toyota,Yaris,1.4,Petrol,1999,209381,1729,23
VW,Passat,1.8,Diesel,2002,188637,3957,20
BMW,Z4,2.0,Petrol,2000,78082,8745,22
Ford,Mondeo,1.8,Diesel,1993,238406,1317,29
VW,Polo,2.0,Petrol,1996,148295,2529,26
VW,Polo,2.0,Petrol,2001,97503,5227,21
Toyota,Prius,1.0,Hybrid,2013,73775,17100,9
Porsche,Cayenne,4.0,Diesel,1991,85463,9695,31
VW,Polo,1.6,Diesel,2009,64083,10542,13
Ford,Fiesta,1.0,Petrol,2008,33983,8720,14
Toyota,Prius,1.0,Hybrid,1989,227236,997,33
BMW,M5,4.0,Petrol,2009,117559,30508,13
VW,Polo,1.6,Petrol,1993,154241,1764,29
BMW,M5,4.0,Petrol,1993,266047,2909,29
BMW,M5,4.4,Petrol,2008,151065,22952,14
VW,Polo,1.0,Petrol,2015,17861,15631,7
VW,Golf,2.0,Petrol,2002,97286,6641,20
Ford,Focus,1.4,Diesel,1989,46418,4108,33
Toyota,RAV4,2.0,Hybrid,1985,158168,2317,37
Toyota,Prius,1.8,Hybrid,2003,154625,6395,19
BMW,Z4,2.2,Petrol,1986,186300,1542,36
VW,Golf,1.6,Petrol,1989,119544,2114,33
Ford,Fiesta,1.2,Petrol,2018,42712,17664,4
Ford,Mondeo,1.6,Diesel,1992,158094,2350,30
BMW,Z4,2.4,Petrol,2001,157357,5597,21
VW,Polo,1.0,Petrol,1992,249354,565,30
Ford,Mondeo,1.8,Petrol,1998,178306,2986,24
Ford,Fiesta,1.2,Hybrid,2022,7734,33693,0
VW,Golf,1.6,Petrol,2014,20842,21594,8
VW,Golf,2.0,Petrol,1994,224052,1365,28
Ford,Focus,1.8,Diesel,1994,198732,2030,28
VW,Polo,1.6,Petrol,1995,97200,3140,27
VW,Golf,1.6,Petrol,2008,93976,9076,14
BMW,Z4,2.2,Petrol,2015,35334,32746,7
Toyota,RAV4,2.2,Hybrid,1988,187187,2320,34
VW,Passat,2.0,Diesel,1991,168950,2371,31
Porsche,911,2.2,Petrol,1998,105832,14043,24
VW,Polo,1.6,Petrol,1988,184347,980,34
Ford,Fiesta,1.4,Petrol,2010,46413,10943,12
VW,Polo,1.6,Petrol,1988,273139,438,34
VW,Passat,1.4,Petrol,2004,123858,6481,18
VW,Golf,2.0,Diesel,2006,83870,10017,16
Ford,Fiesta,1.0,Petrol,1999,205777,1303,23
Porsche,Cayenne,2.6,Petrol,2011,106875,24190,11
VW,Polo,1.2,Petrol,2007,74844,7083,15
BMW,X3,2.0,Diesel,2018,37423,41529,4
VW,Polo,1.0,Petrol,2007,114136,4873,15
Toyota,Yaris,1.0,Hybrid,2007,93499,7684,15
Ford,Fiesta,1.2,Petrol,1990,171569,1054,32
VW,Golf,2.0,Petrol,2017,29442,28096,5
BMW,M5,5.0,Petrol,2009,166232,23060,13
VW,Golf,1.4,Diesel,2013,60076,15683,9
Ford,Focus,1.8,Petrol,2010,87974,13667,12
Ford,Mondeo,1.6,Diesel,2011,58710,17462,11
Ford,Fiesta,1.0,Petrol,1997,74300,3246,25
Porsche,911,3.0,Petrol,1988,215606,3391,34
VW,Polo,1.0,Petrol,1987,184958,721,35
VW,Polo,1.2,Petrol,2000,136360,2816,22
Ford,Focus,1.4,Petrol,2020,16716,36694,2
VW,Golf,1.2,Petrol,2018,31587,22978,4
VW,Passat,1.8,Petrol,2013,40193,23890,9
VW,Passat,1.8,Diesel,1989,270098,794,33
Ford,Focus,1.6,Petrol,1993,183171,1952,29
Ford,Mondeo,1.4,Diesel,1993,223338,1332,29
VW,Passat,1.6,Diesel,1997,222399,1982,25
Ford,Fiesta,1.2,Petrol,1985,212699,527,37
Toyota,Yaris,1.0,Hybrid,2014,87253,12810,8
BMW,M5,4.0,Petrol,1989,63465,11813,33
Toyota,Yaris,1.4,Hybrid,2015,25924,23944,7
VW,Golf,1.2,Petrol,1994,239742,917,28
BMW,M5,4.0,Petrol,1985,230212,2375,37
Ford,Fiesta,1.0,Petrol,2005,41804,6815,17
Ford,Fiesta,1.2,Diesel,1999,142039,2575,23
VW,Golf,1.6,Diesel,2000,153880,3516,22
VW,Golf,1.6,Diesel,1989,199683,1142,33
Ford,Mondeo,1.4,Diesel,2001,153289,4167,21
BMW,M5,5.0,Petrol,2010,102169,40921,12
Ford,Fiesta,1.0,Petrol,2005,129180,3700,17
BMW,M5,5.0,Petrol,2006,87730,34781,16
Toyota,RAV4,2.2,Hybrid,2000,99190,10480,22
Ford,Mondeo,1.6,Diesel,1997,153521,3406,25
VW,Passat,2.0,Diesel,1994,266300,1211,28
Porsche,911,2.2,Petrol,2019,27838,95238,3
Porsche,718 Cayman,2.0,Petrol,2000,170774,5166,22
VW,Passat,1.6,Diesel,2009,59300,16085,13
Toyota,Yaris,1.2,Petrol,1997,113333,3111,25
Porsche,Cayenne,2.6,Diesel,2021,7045,93356,1
Toyota,Prius,1.0,Hybrid,2016,65954,22006,6
Ford,Fiesta,1.0,Petrol,2000,89194,3576,22
VW,Golf,2.0,Diesel,2001,71445,7815,21
Ford,Mondeo,1.8,Diesel,1992,220688,1447,30
VW,Golf,1.6,Petrol,1999,144489,3382,23
Ford,Focus,1.0,Petrol,1997,231055,1318,25
Porsche,Cayenne,2.6,Diesel,2020,19425,81758,2
BMW,Z4,3.0,Petrol,1991,262265,1266,31
Ford,Focus,1.4,Petrol,2007,59145,11991,15
BMW,X3,2.4,Diesel,1997,195478,3414,25
VW,Passat,1.4,Diesel,2005,122101,7374,17
VW,Golf,1.8,Diesel,1993,179350,1887,29
BMW,X3,3.0,Diesel,2001,123028,9086,21
VW,Polo,1.6,Petrol,1985,108360,1485,37
VW,Polo,2.0,Petrol,2008,94773,8501,14
VW,Passat,1.4,Petrol,2016,28725,27520,6
VW,Polo,1.2,Petrol,1989,323427,251,33
Toyota,Yaris,1.2,Petrol,2003,140893,3743,19
Toyota,Prius,1.8,Hybrid,1994,197139,2442,28
BMW,M5,4.4,Petrol,1997,212613,6497,25
Toyota,RAV4,1.8,Hybrid,2004,9500,21788,18
Ford,Mondeo,1.8,Diesel,1998,122540,4946,24
Toyota,Yaris,1.0,Petrol,2012,88283,9275,10
Ford,Focus,1.6,Diesel,2020,16739,41184,2
Porsche,Cayenne,2.6,Petrol,1989,180414,3085,33
BMW,X3,3.0,Petrol,2012,70716,26312,10
